user_id,group,day,completed
62574,treatment,12,0
62575,control,14,0
62576,control,13,0
62577,control,3,0
62578,control,4,0
62579,control,9,0
62580,treatment,8,1
62581,treatment,6,0
62582,treatment,14,0
62583,treatment,3,0
62584,treatment,6,0
62585,treatment,5,0
62586,treatment,9,0
62587,treatment,13,0
62588,treatment,11,0
62589,treatment,1,1
62590,control,8,0
62591,treatment,6,0
62592,control,11,0
62593,treatment,11,0
62594,control,4,0
62595,treatment,3,0
62596,treatment,2,0
62597,control,9,0
62598,treatment,11,0
62599,control,7,0
62600,control,10,0
62601,control,1,0
62602,control,11,0
62603,treatment,7,0
62604,treatment,12,0
62605,control,7,0
62606,control,1,0
62607,control,11,0
62608,control,14,0
62609,control,9,0
62610,control,4,0
62611,control,9,0
62612,treatment,14,0
62613,control,10,0
62614,treatment,13,0
62615,control,12,0
62616,treatment,9,1
62617,treatment,1,0
62618,control,2,0
62619,treatment,1,0
62620,control,14,0
62621,control,9,0
62622,control,6,0
62623,control,6,0
62624,control,10,1
62625,treatment,8,0
62626,control,3,0
62627,treatment,7,0
62628,treatment,13,0
62629,control,2,0
62630,control,10,0
62631,treatment,10,0
62632,treatment,11,0
62633,treatment,13,0
62634,control,5,0
62635,treatment,1,1
62636,control,10,0
62637,treatment,7,0
62638,treatment,3,0
62639,control,14,0
62640,control,8,0
62641,control,3,0
62642,treatment,7,0
62643,control,3,0
62644,treatment,8,1
62645,control,10,0
62646,treatment,4,0
62647,control,4,0
62648,control,14,0
62649,control,10,0
62650,control,6,0
62651,control,1,0
62652,treatment,6,1
62653,treatment,7,0
62654,control,7,0
62655,treatment,9,0
62656,control,6,0
62657,treatment,1,0
62658,control,3,0
62659,control,3,0
62660,treatment,5,0
62661,treatment,3,0
62662,control,11,0
62663,control,11,0
62664,treatment,9,0
62665,treatment,4,0
62666,treatment,9,1
62667,control,13,0
62668,treatment,2,0
62669,control,10,0
62670,treatment,5,0
62671,control,3,1
62672,treatment,1,1
62673,treatment,7,0
62674,control,14,1
62675,control,4,0
62676,treatment,5,0
62677,control,14,0
62678,treatment,8,0
62679,treatment,8,0
62680,control,9,0
62681,control,9,0
62682,treatment,6,1
62683,treatment,9,1
62684,control,7,0
62685,treatment,9,0
62686,control,9,0
62687,treatment,14,0
62688,control,2,1
62689,treatment,3,0
62690,treatment,5,0
62691,control,8,0
62692,treatment,11,0
62693,treatment,11,0
62694,treatment,11,0
62695,control,6,0
62696,control,5,0
62697,treatment,11,0
62698,treatment,9,1
62699,control,3,0
62700,control,4,1
62701,control,14,0
62702,control,4,1
62703,control,7,0
62704,control,1,0
62705,treatment,4,0
62706,control,12,0
62707,control,10,0
62708,control,11,0
62709,treatment,7,0
62710,treatment,1,1
62711,treatment,6,0
62712,treatment,2,0
62713,treatment,1,0
62714,control,2,0
62715,control,8,0
62716,control,14,0
62717,control,1,0
62718,control,9,0
62719,treatment,4,0
62720,treatment,5,0
62721,control,12,1
62722,treatment,10,1
62723,control,11,1
62724,treatment,11,0
62725,control,10,0
62726,control,12,0
62727,control,11,0
62728,treatment,12,0
62729,control,13,0
62730,control,2,0
62731,treatment,12,0
62732,treatment,1,0
62733,control,3,1
62734,control,9,0
62735,treatment,7,0
62736,control,11,1
62737,treatment,7,0
62738,treatment,2,0
62739,control,2,0
62740,treatment,7,0
62741,treatment,12,0
62742,treatment,10,0
62743,control,10,0
62744,treatment,2,0
62745,treatment,6,0
62746,control,14,0
62747,treatment,14,0
62748,control,1,0
62749,control,1,0
62750,treatment,8,0
62751,control,10,0
62752,control,3,0
62753,control,2,0
62754,control,3,0
62755,control,14,0
62756,control,12,0
62757,treatment,5,0
62758,treatment,1,0
62759,control,1,0
62760,treatment,4,0
62761,control,14,0
62762,control,6,0
62763,treatment,7,0
62764,control,4,0
62765,control,3,1
62766,control,1,0
62767,treatment,5,0
62768,control,10,0
62769,control,6,0
62770,treatment,2,0
62771,control,13,0
62772,control,7,0
62773,control,2,0
62774,control,8,0
62775,control,1,0
62776,treatment,5,1
62777,control,11,0
62778,control,4,0
62779,treatment,7,0
62780,control,3,0
62781,control,1,0
62782,treatment,12,0
62783,treatment,4,1
62784,control,9,0
62785,treatment,14,1
62786,treatment,2,0
62787,treatment,9,0
62788,treatment,7,0
62789,control,14,0
62790,control,3,1
62791,treatment,5,0
62792,control,13,0
62793,control,1,0
62794,treatment,10,0
62795,treatment,11,0
62796,control,5,0
62797,control,9,0
62798,control,1,0
62799,control,2,0
62800,control,2,0
62801,treatment,11,1
62802,treatment,7,0
62803,treatment,7,0
62804,control,10,1
62805,control,6,0
62806,treatment,14,0
62807,treatment,10,0
62808,treatment,10,0
62809,control,2,0
62810,treatment,12,0
62811,treatment,3,0
62812,control,10,1
62813,treatment,12,0
62814,treatment,7,0
62815,treatment,2,0
62816,control,8,1
62817,control,9,0
62818,treatment,6,0
62819,control,2,0
62820,treatment,14,0
62821,treatment,14,0
62822,treatment,13,0
62823,control,10,0
62824,control,4,0
62825,control,11,0
62826,control,2,0
62827,control,14,0
62828,control,3,0
62829,control,7,0
62830,control,14,0
62831,control,5,0
62832,control,9,0
62833,control,1,0
62834,treatment,12,0
62835,control,13,0
62836,control,2,0
62837,control,6,0
62838,control,3,0
62839,control,7,1
62840,treatment,13,0
62841,treatment,9,0
62842,control,12,0
62843,treatment,7,0
62844,treatment,7,0
62845,control,4,0
62846,control,6,0
62847,control,4,0
62848,treatment,8,0
62849,control,1,0
62850,control,3,0
62851,treatment,6,0
62852,treatment,3,0
62853,control,8,0
62854,control,7,0
62855,treatment,5,1
62856,treatment,7,0
62857,control,11,0
62858,control,9,0
62859,control,13,0
62860,treatment,3,0
62861,control,9,0
62862,control,7,0
62863,control,11,0
62864,treatment,12,1
62865,treatment,8,0
62866,control,2,0
62867,treatment,10,0
62868,treatment,3,0
62869,control,8,0
62870,control,14,0
62871,treatment,2,0
62872,control,5,0
62873,control,12,0
62874,treatment,12,0
62875,treatment,7,0
62876,control,14,0
62877,control,10,0
62878,treatment,10,0
62879,control,14,0
62880,treatment,1,0
62881,control,5,0
62882,control,12,0
62883,control,1,0
62884,control,7,0
62885,control,12,0
62886,control,7,0
62887,treatment,1,0
62888,control,1,0
62889,control,10,0
62890,control,6,0
62891,control,12,0
62892,control,5,0
62893,control,9,0
62894,control,9,0
62895,control,1,0
62896,control,3,0
62897,control,14,0
62898,control,9,0
62899,treatment,9,1
62900,treatment,5,0
62901,control,9,0
62902,control,14,0
62903,treatment,1,0
62904,treatment,4,0
62905,control,1,0
62906,treatment,9,1
62907,control,8,0
62908,control,14,0
62909,treatment,13,0
62910,control,12,0
62911,control,9,0
62912,control,8,0
62913,treatment,9,0
62914,treatment,10,0
62915,control,7,0
62916,treatment,1,0
62917,control,11,0
62918,treatment,11,0
62919,treatment,12,0
62920,control,4,0
62921,control,1,0
62922,treatment,2,0
62923,treatment,14,0
62924,control,2,0
62925,treatment,12,1
62926,treatment,2,0
62927,control,6,0
62928,control,14,0
62929,control,3,0
62930,treatment,2,0
62931,control,4,0
62932,control,5,0
62933,control,9,0
62934,control,5,0
62935,treatment,11,0
62936,control,6,0
62937,treatment,4,0
62938,control,6,0
62939,treatment,6,1
62940,control,14,0
62941,control,5,0
62942,treatment,8,0
62943,control,11,0
62944,treatment,7,1
62945,treatment,2,0
62946,control,6,1
62947,treatment,10,0
62948,control,11,1
62949,treatment,10,0
62950,control,5,0
62951,treatment,4,0
62952,control,10,0
62953,control,2,0
62954,treatment,13,0
62955,control,1,1
62956,control,14,0
62957,control,1,0
62958,treatment,14,0
62959,treatment,2,0
62960,control,2,0
62961,treatment,12,0
62962,control,10,0
62963,treatment,9,0
62964,treatment,8,1
62965,control,2,0
62966,control,3,0
62967,treatment,7,0
62968,treatment,5,0
62969,control,11,0
62970,control,6,0
62971,control,2,0
62972,control,9,0
62973,control,6,0
62974,control,11,0
62975,treatment,14,1
62976,control,12,0
62977,treatment,8,0
62978,treatment,9,0
62979,treatment,4,1
62980,control,2,1
62981,control,8,0
62982,treatment,1,0
62983,treatment,1,0
62984,treatment,3,0
62985,treatment,11,0
62986,control,14,0
62987,control,13,0
62988,treatment,11,0
62989,control,11,0
62990,control,12,0
62991,control,14,1
62992,control,3,1
62993,control,11,0
62994,control,4,0
62995,control,6,0
62996,treatment,2,0
62997,control,12,0
62998,treatment,7,0
62999,treatment,10,0
63000,control,5,0
63001,control,6,0
63002,control,7,0
63003,treatment,13,0
63004,control,4,0
63005,control,14,0
63006,control,8,0
63007,control,13,0
63008,treatment,11,0
63009,control,8,0
63010,control,12,0
63011,control,2,0
63012,control,12,0
63013,control,1,0
63014,treatment,13,0
63015,control,13,0
63016,control,8,0
63017,treatment,8,0
63018,control,5,0
63019,treatment,8,0
63020,treatment,14,1
63021,control,4,0
63022,control,2,0
63023,treatment,13,0
63024,control,4,0
63025,treatment,4,0
63026,treatment,6,0
63027,control,14,0
63028,treatment,6,0
63029,control,6,0
63030,control,4,0
63031,control,10,0
63032,control,2,0
63033,control,10,0
63034,treatment,13,0
63035,control,5,0
63036,control,11,0
63037,control,3,0
63038,treatment,3,0
63039,control,4,1
63040,control,1,0
63041,control,14,0
63042,treatment,6,0
63043,control,6,0
63044,control,11,0
63045,control,8,0
63046,treatment,10,0
63047,treatment,13,0
63048,control,10,0
63049,treatment,7,0
63050,control,6,1
63051,treatment,6,0
63052,treatment,6,0
63053,control,6,0
63054,control,3,0
63055,treatment,8,0
63056,control,10,0
63057,treatment,2,1
63058,treatment,6,0
63059,treatment,9,0
63060,treatment,12,0
63061,control,6,0
63062,treatment,13,1
63063,treatment,5,0
63064,control,9,0
63065,treatment,5,0
63066,treatment,3,0
63067,treatment,12,0
63068,control,10,0
63069,control,5,0
63070,treatment,6,0
63071,treatment,14,0
63072,control,9,0
63073,control,13,0
63074,treatment,10,0
63075,control,11,0
63076,treatment,13,0
63077,control,7,0
63078,control,12,0
63079,treatment,4,0
63080,treatment,9,0
63081,treatment,12,0
63082,control,6,0
63083,treatment,2,0
63084,control,13,0
63085,control,14,0
63086,treatment,5,0
63087,control,1,0
63088,treatment,2,0
63089,control,10,0
63090,treatment,14,0
63091,control,4,0
63092,control,9,0
63093,control,4,0
63094,control,8,0
63095,control,7,0
63096,control,11,0
63097,control,10,1
63098,control,8,0
63099,treatment,7,0
63100,treatment,5,0
63101,control,8,0
63102,control,10,0
63103,treatment,1,1
63104,treatment,5,0
63105,control,1,0
63106,control,10,0
63107,treatment,2,0
63108,treatment,5,0
63109,treatment,8,0
63110,control,12,0
63111,control,4,0
63112,treatment,11,0
63113,control,12,0
63114,control,9,0
63115,control,14,0
63116,treatment,13,0
63117,control,4,0
63118,control,2,0
63119,control,3,0
63120,treatment,4,0
63121,treatment,6,0
63122,treatment,10,0
63123,control,8,0
63124,control,11,1
63125,control,6,0
63126,treatment,10,0
63127,control,9,0
63128,treatment,12,0
63129,control,4,0
63130,control,14,1
63131,control,3,0
63132,control,1,0
63133,treatment,2,0
63134,control,12,0
63135,control,1,0
63136,control,8,0
63137,treatment,5,0
63138,treatment,14,0
63139,treatment,11,0
63140,treatment,2,0
63141,treatment,6,0
63142,control,13,0
63143,treatment,14,0
63144,control,11,0
63145,treatment,5,0
63146,control,5,0
63147,treatment,1,0
63148,control,7,0
63149,control,4,0
63150,treatment,2,0
63151,control,4,0
63152,control,1,1
63153,treatment,12,0
63154,control,11,0
63155,control,1,0
63156,control,3,0
63157,control,14,0
63158,control,9,0
63159,treatment,3,1
63160,control,3,0
63161,control,2,0
63162,control,5,0
63163,control,9,0
63164,control,2,0
63165,control,10,0
63166,control,13,0
63167,treatment,11,0
63168,treatment,5,0
63169,control,14,0
63170,treatment,1,0
63171,treatment,10,0
63172,control,8,0
63173,control,14,0
63174,control,3,0
63175,treatment,1,0
63176,control,1,1
63177,control,5,0
63178,treatment,14,0
63179,treatment,7,0
63180,control,3,1
63181,control,1,0
63182,control,14,0
63183,control,13,0
63184,control,14,0
63185,treatment,7,0
63186,treatment,8,0
63187,treatment,1,0
63188,control,9,0
63189,control,6,0
63190,control,9,0
63191,control,11,0
63192,treatment,11,1
63193,control,11,0
63194,control,3,0
63195,control,11,0
63196,control,4,0
63197,treatment,8,1
63198,treatment,2,0
63199,treatment,4,0
63200,treatment,6,0
63201,control,9,0
63202,control,8,0
63203,control,2,0
63204,treatment,10,0
63205,control,9,0
63206,control,1,0
63207,control,2,1
63208,treatment,7,0
63209,treatment,14,0
63210,control,2,0
63211,treatment,1,0
63212,treatment,13,0
63213,control,7,0
63214,control,1,0
63215,treatment,3,0
63216,control,6,0
63217,treatment,13,1
63218,control,12,0
63219,control,6,0
63220,control,11,0
63221,treatment,11,0
63222,control,12,0
63223,treatment,13,0
63224,control,2,0
63225,control,4,0
63226,control,1,0
63227,control,7,0
63228,control,10,0
63229,treatment,7,0
63230,treatment,8,0
63231,control,14,0
63232,treatment,3,0
63233,control,1,0
63234,treatment,13,0
63235,control,1,0
63236,control,7,0
63237,control,5,0
63238,treatment,3,0
63239,control,3,0
63240,treatment,13,0
63241,treatment,8,0
63242,control,10,0
63243,control,5,0
63244,control,10,0
63245,control,14,0
63246,control,1,0
63247,control,2,0
63248,treatment,13,0
63249,control,12,0
63250,control,2,0
63251,control,2,1
63252,control,5,0
63253,control,8,0
63254,treatment,14,0
63255,control,6,0
63256,treatment,12,0
63257,control,14,0
63258,control,3,1
63259,control,7,0
63260,control,1,1
63261,control,13,0
63262,treatment,9,0
63263,treatment,12,0
63264,treatment,14,1
63265,treatment,6,0
63266,control,3,0
63267,control,2,0
63268,control,7,1
63269,control,14,0
63270,control,11,0
63271,control,2,0
63272,treatment,10,0
63273,control,10,0
63274,control,4,0
63275,control,1,0
63276,treatment,14,0
63277,treatment,11,0
63278,control,6,0
63279,treatment,13,0
63280,control,2,0
63281,control,12,0
63282,treatment,13,0
63283,control,8,0
63284,treatment,10,0
63285,treatment,12,0
63286,treatment,11,0
63287,control,1,0
63288,treatment,9,0
63289,treatment,10,0
63290,treatment,8,0
63291,control,2,0
63292,control,3,0
63293,control,7,0
63294,control,7,0
63295,control,5,0
63296,control,5,0
63297,control,3,0
63298,control,5,1
63299,control,3,1
63300,treatment,1,0
63301,treatment,2,0
63302,treatment,5,0
63303,treatment,10,1
63304,control,12,0
63305,control,3,0
63306,control,5,0
63307,treatment,11,1
63308,treatment,7,0
63309,control,8,0
63310,treatment,12,0
63311,treatment,14,1
63312,control,3,0
63313,control,3,0
63314,treatment,3,1
63315,control,7,0
63316,control,12,0
63317,control,7,0
63318,control,5,0
63319,treatment,4,0
63320,control,7,0
63321,treatment,2,0
63322,treatment,4,0
63323,treatment,7,0
63324,treatment,6,0
63325,control,2,1
63326,control,2,0
63327,control,4,0
63328,treatment,7,0
63329,treatment,1,0
63330,control,7,0
63331,control,12,0
63332,control,13,0
63333,control,8,0
63334,control,11,0
63335,treatment,10,0
63336,control,7,0
63337,control,14,0
63338,control,1,0
63339,control,9,1
63340,treatment,14,0
63341,control,6,0
63342,control,3,0
63343,treatment,13,0
63344,control,1,0
63345,treatment,14,0
63346,treatment,1,0
63347,control,2,0
63348,control,7,0
63349,treatment,6,0
63350,control,11,0
63351,control,13,0
63352,treatment,9,0
63353,control,11,0
63354,control,8,0
63355,treatment,4,1
63356,treatment,4,0
63357,treatment,6,0
63358,control,14,0
63359,treatment,7,0
63360,control,5,0
63361,control,5,0
63362,control,14,0
63363,control,11,0
63364,treatment,10,0
63365,control,13,0
63366,control,2,0
63367,control,4,0
63368,control,8,0
63369,treatment,2,0
63370,treatment,13,0
63371,treatment,1,0
63372,treatment,9,0
63373,control,8,0
63374,treatment,7,0
63375,control,12,0
63376,treatment,10,1
63377,treatment,10,0
63378,control,6,0
63379,control,6,0
63380,control,7,0
63381,treatment,4,0
63382,control,2,0
63383,treatment,14,0
63384,control,5,0
63385,treatment,3,0
63386,control,2,0
63387,treatment,1,0
63388,control,5,0
63389,control,13,0
63390,control,11,0
63391,control,1,0
63392,treatment,12,0
63393,treatment,4,0
63394,control,14,0
63395,control,1,0
63396,treatment,7,0
63397,treatment,7,0
63398,control,3,0
63399,treatment,3,0
63400,control,10,0
63401,control,1,1
63402,control,12,0
63403,treatment,10,0
63404,treatment,13,0
63405,treatment,11,0
63406,control,1,0
63407,control,12,0
63408,control,4,0
63409,treatment,14,0
63410,control,14,0
63411,control,14,0
63412,treatment,9,0
63413,treatment,12,0
63414,control,4,1
63415,control,6,0
63416,control,14,0
63417,control,5,0
63418,control,6,1
63419,control,1,0
63420,treatment,14,0
63421,control,5,0
63422,control,6,0
63423,control,11,0
63424,control,9,0
63425,control,12,0
63426,control,10,0
63427,control,12,0
63428,treatment,4,0
63429,control,9,0
63430,control,12,0
63431,control,2,0
63432,control,9,0
63433,control,10,0
63434,treatment,12,0
63435,control,11,0
63436,control,9,0
63437,control,11,0
63438,control,2,0
63439,control,11,0
63440,control,11,0
63441,control,5,1
63442,control,5,0
63443,control,6,0
63444,treatment,11,0
63445,treatment,11,0
63446,treatment,5,0
63447,treatment,8,0
63448,treatment,9,0
63449,control,6,0
63450,control,12,0
63451,control,7,0
63452,treatment,3,0
63453,control,1,0
63454,treatment,12,0
63455,treatment,11,0
63456,control,11,0
63457,control,8,0
63458,control,2,0
63459,control,12,0
63460,treatment,5,1
63461,control,1,0
63462,treatment,12,0
63463,treatment,9,0
63464,control,13,0
63465,treatment,2,1
63466,control,10,0
63467,treatment,4,0
63468,treatment,2,0
63469,treatment,2,0
63470,control,1,0
63471,treatment,3,0
63472,treatment,1,0
63473,treatment,13,0
63474,control,12,0
63475,treatment,12,0
63476,treatment,10,0
63477,treatment,8,1
63478,control,3,0
63479,control,3,0
63480,treatment,2,0
63481,control,1,0
63482,treatment,13,0
63483,control,2,0
63484,treatment,11,0
63485,treatment,11,0
63486,control,2,0
63487,treatment,13,1
63488,treatment,14,0
63489,treatment,11,0
63490,control,3,1
63491,treatment,7,0
63492,control,2,0
63493,control,1,0
63494,treatment,2,0
63495,control,2,0
63496,control,1,0
63497,treatment,7,0
63498,control,12,0
63499,treatment,1,0
63500,control,6,0
63501,treatment,9,0
63502,control,14,0
63503,control,5,0
63504,control,12,0
63505,control,9,0
63506,treatment,8,0
63507,treatment,2,0
63508,control,5,0
63509,control,5,0
63510,control,4,0
63511,control,13,0
63512,control,1,0
63513,control,8,0
63514,treatment,5,0
63515,treatment,14,0
63516,control,13,0
63517,control,5,0
63518,treatment,2,0
63519,treatment,14,1
63520,control,6,0
63521,treatment,12,0
63522,control,9,0
63523,treatment,14,0
63524,control,13,0
63525,treatment,11,0
63526,control,1,0
63527,treatment,14,0
63528,control,2,0
63529,control,14,0
63530,treatment,14,0
63531,treatment,4,0
63532,treatment,7,0
63533,treatment,2,0
63534,treatment,10,0
63535,treatment,14,1
63536,control,4,0
63537,control,8,0
63538,control,8,0
63539,control,7,0
63540,treatment,1,0
63541,control,2,0
63542,control,13,0
63543,treatment,10,0
63544,treatment,1,0
63545,treatment,3,0
63546,treatment,3,0
63547,control,7,0
63548,control,12,0
63549,control,4,0
63550,control,14,0
63551,control,10,0
63552,treatment,11,0
63553,control,7,0
63554,control,12,0
63555,control,3,0
63556,treatment,1,0
63557,treatment,6,0
63558,control,8,0
63559,control,8,0
63560,treatment,5,0
63561,treatment,3,0
63562,control,4,0
63563,control,3,0
63564,treatment,4,0
63565,treatment,8,0
63566,treatment,8,0
63567,control,6,0
63568,treatment,12,0
63569,control,9,0
63570,treatment,6,0
63571,control,8,0
63572,treatment,12,0
63573,treatment,4,0
63574,control,9,1
63575,control,13,0
63576,control,14,0
63577,treatment,9,1
63578,control,11,0
63579,control,10,0
63580,control,6,0
63581,treatment,5,0
63582,control,9,0
63583,control,11,1
63584,control,2,0
63585,treatment,12,0
63586,treatment,13,0
63587,control,5,0
63588,control,14,0
63589,control,8,0
63590,treatment,4,0
63591,control,10,0
63592,control,14,1
63593,control,12,0
63594,treatment,2,0
63595,treatment,5,0
63596,treatment,6,0
63597,treatment,2,0
63598,treatment,1,0
63599,treatment,14,0
63600,control,5,0
63601,control,2,0
63602,treatment,8,0
63603,control,11,0
63604,control,10,0
63605,control,2,0
63606,treatment,7,0
63607,treatment,6,0
63608,treatment,6,0
63609,treatment,5,0
63610,control,10,1
63611,control,12,0
63612,control,11,0
63613,control,4,0
63614,treatment,14,0
63615,control,12,0
63616,control,4,0
63617,control,13,0
63618,control,1,0
63619,control,3,0
63620,control,1,0
63621,control,1,0
63622,control,8,0
63623,control,5,0
63624,control,10,0
63625,control,10,0
63626,control,13,0
63627,control,6,0
63628,treatment,13,0
63629,control,6,1
63630,treatment,6,0
63631,control,14,0
63632,control,3,0
63633,control,4,0
63634,control,9,0
63635,control,8,0
63636,control,7,0
63637,treatment,2,0
63638,treatment,14,0
63639,control,6,0
63640,control,13,0
63641,treatment,5,0
63642,control,12,0
63643,control,13,0
63644,control,1,0
63645,control,7,0
63646,control,10,0
63647,control,6,0
63648,control,6,0
63649,control,12,0
63650,control,6,0
63651,control,12,0
63652,control,3,0
63653,control,4,0
63654,control,2,0
63655,control,9,0
63656,control,13,0
63657,control,9,0
63658,control,9,0
63659,control,10,0
63660,control,3,0
63661,control,14,0
63662,treatment,4,0
63663,treatment,3,0
63664,control,11,0
63665,control,3,0
63666,control,13,0
63667,control,9,0
63668,control,9,1
63669,control,3,0
63670,control,11,0
63671,treatment,7,0
63672,treatment,4,0
63673,treatment,5,0
63674,treatment,4,0
63675,control,13,0
63676,treatment,14,1
63677,control,3,0
63678,treatment,13,0
63679,treatment,8,0
63680,control,9,0
63681,treatment,10,0
63682,control,9,0
63683,control,7,0
63684,treatment,11,0
63685,control,9,0
63686,treatment,13,0
63687,control,13,0
63688,control,3,1
63689,treatment,4,1
63690,treatment,7,0
63691,control,5,0
63692,control,7,0
63693,control,14,0
63694,treatment,9,0
63695,control,11,1
63696,treatment,6,0
63697,treatment,6,0
63698,control,1,0
63699,control,2,0
63700,control,14,0
63701,control,3,0
63702,treatment,9,0
63703,control,12,1
63704,control,14,0
63705,treatment,4,1
63706,control,1,0
63707,control,5,0
63708,control,13,0
63709,treatment,9,0
63710,treatment,5,0
63711,treatment,14,0
63712,control,13,0
63713,control,13,0
63714,control,11,1
63715,treatment,5,0
63716,control,6,0
63717,control,13,0
63718,control,7,0
63719,treatment,9,0
63720,treatment,6,1
63721,control,3,0
63722,treatment,2,1
63723,treatment,3,0
63724,treatment,5,0
63725,treatment,10,0
63726,control,1,1
63727,treatment,5,0
63728,control,5,0
63729,control,9,0
63730,treatment,3,0
63731,control,11,0
63732,treatment,12,0
63733,control,4,0
63734,control,13,0
63735,treatment,6,0
63736,control,2,0
63737,control,2,0
63738,control,14,0
63739,treatment,3,0
63740,control,9,0
63741,control,2,0
63742,control,4,0
63743,treatment,4,0
63744,control,5,0
63745,control,14,0
63746,treatment,10,0
63747,treatment,2,0
63748,control,3,0
63749,treatment,4,1
63750,control,1,1
63751,control,11,0
63752,control,12,0
63753,control,14,0
63754,control,12,0
63755,control,1,0
63756,control,9,0
63757,treatment,2,0
63758,treatment,13,0
63759,control,1,0
63760,control,10,0
63761,control,5,0
63762,treatment,1,0
63763,treatment,12,0
63764,treatment,1,0
63765,control,14,0
63766,control,2,0
63767,control,6,0
63768,control,5,0
63769,treatment,8,0
63770,treatment,7,0
63771,treatment,4,0
63772,treatment,4,0
63773,control,5,0
63774,treatment,12,0
63775,treatment,6,0
63776,control,12,0
63777,treatment,2,0
63778,control,2,0
63779,control,8,0
63780,control,14,0
63781,control,3,0
63782,control,12,0
63783,control,1,0
63784,treatment,11,0
63785,control,5,0
63786,control,11,0
63787,control,5,0
63788,treatment,7,0
63789,control,5,0
63790,control,2,0
63791,treatment,2,0
63792,control,2,0
63793,treatment,2,0
63794,control,7,0
63795,control,3,0
63796,treatment,12,0
63797,treatment,10,0
63798,treatment,12,0
63799,control,3,0
63800,control,3,0
63801,control,14,0
63802,treatment,11,0
63803,control,3,0
63804,treatment,6,0
63805,control,9,0
63806,control,8,0
63807,control,8,1
63808,treatment,13,0
63809,control,9,0
63810,control,14,0
63811,treatment,1,0
63812,control,13,1
63813,control,3,0
63814,control,10,0
63815,treatment,6,0
63816,treatment,5,0
63817,control,14,0
63818,control,11,0
63819,treatment,2,0
63820,treatment,8,0
63821,control,14,0
63822,control,5,0
63823,treatment,4,1
63824,treatment,14,0
63825,treatment,1,0
63826,control,2,0
63827,treatment,14,0
63828,control,2,0
63829,control,7,0
63830,control,13,0
63831,treatment,6,0
63832,control,14,0
63833,treatment,6,0
63834,treatment,13,0
63835,control,13,1
63836,control,10,0
63837,control,4,0
63838,treatment,8,0
63839,control,10,0
63840,control,13,0
63841,control,6,0
63842,control,2,0
63843,control,4,0
63844,control,9,0
63845,treatment,2,0
63846,treatment,4,0
63847,control,13,0
63848,control,5,0
63849,control,14,1
63850,treatment,8,0
63851,control,9,1
63852,control,6,0
63853,control,1,0
63854,treatment,4,0
63855,control,5,1
63856,treatment,11,0
63857,control,6,0
63858,treatment,1,1
63859,treatment,7,0
63860,treatment,6,0
63861,control,13,0
63862,control,14,0
63863,treatment,14,0
63864,treatment,11,0
63865,control,5,0
63866,control,4,1
63867,control,7,0
63868,control,8,0
63869,control,13,0
63870,control,2,0
63871,control,11,0
63872,control,14,0
63873,treatment,11,0
63874,control,14,0
63875,control,5,0
63876,treatment,5,0
63877,treatment,7,0
63878,control,7,0
63879,control,6,1
63880,control,8,0
63881,treatment,8,0
63882,treatment,8,1
63883,control,11,0
63884,control,5,0
63885,control,11,0
63886,control,6,0
63887,control,7,0
63888,treatment,3,0
63889,treatment,4,0
63890,control,11,0
63891,control,13,0
63892,control,5,0
63893,control,13,0
63894,treatment,5,0
63895,control,3,0
63896,control,14,0
63897,control,3,0
63898,treatment,10,0
63899,treatment,2,0
63900,treatment,1,1
63901,control,8,0
63902,treatment,2,0
63903,treatment,8,0
63904,control,13,0
63905,treatment,1,0
63906,treatment,2,0
63907,control,13,0
63908,control,1,0
63909,treatment,8,0
63910,control,2,0
63911,treatment,5,0
63912,control,12,0
63913,control,12,0
63914,treatment,3,0
63915,control,3,0
63916,control,1,0
63917,control,5,0
63918,treatment,3,1
63919,control,6,0
63920,control,10,0
63921,treatment,7,0
63922,control,14,1
63923,treatment,8,0
63924,control,9,0
63925,control,11,1
63926,treatment,5,0
63927,control,6,0
63928,control,2,0
63929,treatment,14,0
63930,control,2,0
63931,treatment,2,0
63932,control,8,0
63933,treatment,13,0
63934,control,12,0
63935,treatment,10,0
63936,control,12,0
63937,treatment,14,0
63938,control,7,0
63939,control,1,0
63940,treatment,2,1
63941,treatment,13,0
63942,control,6,0
63943,treatment,8,0
63944,control,13,0
63945,control,7,1
63946,treatment,10,0
63947,treatment,3,0
63948,control,11,0
63949,control,12,0
63950,control,8,0
63951,control,10,1
63952,control,4,0
63953,control,6,0
63954,control,2,0
63955,control,4,0
63956,treatment,1,0
63957,control,14,0
63958,control,13,0
63959,treatment,11,0
63960,treatment,11,0
63961,control,1,1
63962,treatment,5,0
63963,treatment,8,0
63964,control,3,0
63965,treatment,1,0
63966,control,3,0
63967,treatment,14,0
63968,control,11,0
63969,treatment,2,0
63970,control,9,1
63971,treatment,6,0
63972,control,6,0
63973,treatment,5,0
63974,treatment,13,0
63975,control,3,0
63976,control,10,0
63977,treatment,7,0
63978,control,9,0
63979,treatment,8,0
63980,control,5,0
63981,control,4,0
63982,control,4,0
63983,control,1,0
63984,control,2,0
63985,treatment,12,0
63986,control,4,0
63987,control,11,0
63988,control,4,0
63989,treatment,11,1
63990,treatment,10,0
63991,control,1,0
63992,treatment,12,0
63993,treatment,4,0
63994,treatment,4,0
63995,control,8,0
63996,control,1,0
63997,treatment,14,0
63998,control,1,0
63999,control,12,0
64000,control,3,0
